targetName,targetId,cohortId,subgroupId,subgroupName,cohortType
"ventricular arrhythmia or cardiac arrest during hospitalization, defined by condition occurrences of 'ventricular arrhythmia or cardiac arrest' conceptset occurring between start and end of inpatient visit",41032950030,4035,2007,White Women,TwS
Glaucoma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4375410010,4020,2007,White Women,TwS
Acute tubular necrosis referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4440440010,4031,2007,White Women,TwS
Kidney stone referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,2016200010,3970,2007,White Women,TwS
Vasculitis associated with Antineutrophil cytoplasmic antibody (ANCA)-associated vasculitis,425357140030,4051,2007,White Women,TwS
Atopic dermatitis and Eczema at first diagnosis,1338340050,3945,2007,White Women,TwS
Ulcerative colitis at first diagnosis with no history of ulcerative colitis,818930030,3940,2007,White Women,TwS
"Deep vein thrombosis events, defined by condition occurrences of 'deep vein thrombosis' conceptset",41330040050,4036,2007,White Women,TwS
Parkinson's disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3812700010,4001,2007,White Women,TwS
"Thrombocytopenia events, as defined by diagnosis codes from Altomare ClinEpi 2016",4328700040,4006,2007,White Women,TwS
Acute respiratory failure incident cohort: First occurrence of 'Acute respiratory failure' conceptset with >=365d prior observation,3190490030,3991,2007,White Women,TwS
Giant cell arteritis at first diagnosis (no history of giant cell arteritis),42909760030,4047,2007,White Women,TwS
Type 2 diabetes mellitus incident cohort: First condition occurrence of 'Type 2 diabetes mellitus' conceptset or Type 2 diabetes treatment or HbA1c > 6.5 and no prior observation of 'History of diabetes',2018260050,3971,2007,White Women,TwS
Obesity prevalent cohort: Earliest of condition occurrence or observation of 'obesity diagnoses' conceptset or BMI > 30 or body weight > 120kg,4337360030,4007,2007,White Women,TwS
"Anosmia OR Hyposmia OR Dysgeusia episodes, defined by condition occurrences of 'Altered smell or taste' conceptset",435307140030,4052,2007,White Women,TwS
Peripheral vascular disease referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3210520010,3992,2007,White Women,TwS
"Guillain-Barre syndrome inpatient (Arya et al, ScallenWalter et al, Iqbal et al, Anandan et al, Rasmussen et al. Baxter et al.)",41647700030,4037,2007,White Women,TwS
"Hospitalization for Psychosis, defined by inpatient visit with a primary condition occurrence of 'psychosis' conceptset",4360730030,4012,2007,White Women,TwS
Malignant tumor of colon referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41807900010,4038,2007,White Women,TwS
Narcolepsy (generalized algorithm from literature),4361000030,4013,2007,White Women,TwS
"Acute myocardial infarction events, defined by condition occurrences of 'Acute myocardial Infarction' conceptset occurring between start and end of inpatient or ER visit",3123270030,3977,2007,White Women,TwS
"Hemorrhagic stroke events, defined by condition occurrences of 'intracranial bleed Hemorrhagic stroke' conceptset occurring between start and end of inpatient or ER visit",3767130030,3998,2007,White Women,TwS
Cardiac arrhythmia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,447842170010,4053,2007,White Women,TwS
Hidradenitis at first diagnosis,4341190030,4008,2007,White Women,TwS
Inflammatory bowel disease,40748150030,4033,2007,White Women,TwS
Autism spectrum disorder referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4397760010,4023,2007,White Women,TwS
Primary malignant neoplasm of kidney referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1989850010,3963,2007,White Women,TwS
"Dyspnea prevalent cohort: Episodes of dyspnea, defined by condition occurrences of 'shortness of breath (dyspnea)' conceptset",3124370030,3978,2007,White Women,TwS
"Transient ischemic attack events, defined by condition occurrences of 'Transient cerebral Ischemia (TCA)' conceptset occurring between start and end of inpatient or ER visit",3735030030,3994,2007,White Women,TwS
Multiple myeloma referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4372330010,4019,2007,White Women,TwS
Fracture of bone of hip region (dx + px) referent concept incident cohort (aged 50-89): First occurrence of hip fracture dx or procedure with >=365d prior observation,457636530030,4054,2007,White Women,TwS
Malignant tumor of esophagus referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41813430010,4039,2007,White Women,TwS
Tuberculosis prevalent cohort: First condition occurrence of 'Respiratory and pulmonary tuberculosis' conceptset,4345570030,4009,2007,White Women,TwS
Behcet's syndrome custom concept (includes arthropathy) incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,4366420040,4014,2007,White Women,TwS
Thromboangiitis obliterans referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,3129390010,3979,2007,White Women,TwS
"Acute kidney injury diagnosis during hospitalization, defined by condition occurrences of 'acute renal failure' conceptset occurring between start and end of inpatient visit",1973200040,3959,2007,White Women,TwS
Myelodysplastic syndrome referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,1389940010,3949,2007,White Women,TwS
Dementia referent concept incident cohort: First occurrence of referent concept + descendants with >=365d prior observation,41822100010,4040,2007,White Women,TwS
"B-cell lymphoma incident cohort: First occurrence of ""B-cell lymphoma"" with exclusions + descendants with >=365d prior observation",4345920030,4010,2007,White Women,TwS
Chronic kidney disease incident cohort: First condition occurrence of 'chronic kidney disease' conceptset,462710220060,4055,2007,White Women,TwS
